Bank_Balance,Investment_Amount,Expenses,Transactions,Company_Name,Successful_Investment,Failed_Investment
916025,364172,243054,23,TCS,1,0
366373,140386,427964,95,HUL,0,1
135255,188938,429087,43,Bajaj,0,1
1726250,142405,158803,84,SBI,1,0
1335962,282335,377936,89,Infosys,1,0
1570745,149294,203199,31,HDFC,1,0
194770,197337,129524,94,ICICI,0,1
869361,411915,63589,94,Wipro,1,0
1833527,221947,61356,98,ICICI,1,0
124741,304991,361544,52,Wipro,0,1
1833978,448262,363141,69,HUL,1,0
811618,351201,49248,53,HUL,1,0
38828,161359,36152,65,Infosys,0,1
125493,119209,302589,4,TCS,0,1
779656,142123,417687,36,Infosys,1,0
1980507,45204,38129,54,ICICI,1,0
1275011,495017,342829,7,HDFC,1,0
1496234,294199,18223,73,HUL,1,0
1602975,140336,194070,7,SBI,1,0
1203777,453566,208161,75,Reliance,1,0
821427,320559,57560,10,HUL,1,0
660285,359768,207944,50,Infosys,1,0
887559,299277,174061,20,Wipro,1,0
409108,200044,497773,56,Reliance,0,1
1979856,258532,70676,45,HUL,1,0
1132618,212881,240198,57,SBI,1,0
540228,394830,230583,22,TCS,1,0
596727,152830,105473,53,Maruti,1,0
386479,80900,427905,12,ICICI,0,1
110147,168919,88019,37,Bajaj,0,1
1393714,199769,457689,63,SBI,1,0
508962,91551,58583,48,Reliance,1,0
247586,120943,129880,16,Infosys,1,0
1680828,14374,246694,64,Maruti,1,0
1868264,418360,74888,54,Reliance,1,0
255195,143393,160762,29,Reliance,1,0
1047946,383768,454661,98,TCS,1,0
381469,124826,350785,26,Bajaj,1,0
1200511,129267,28436,89,SBI,1,0
1004915,63578,133724,13,HDFC,1,0
64978,267844,15608,10,Bajaj,0,1
1459650,36029,146787,39,TCS,1,0
1207237,373070,382384,3,Wipro,1,0
1983576,62073,471090,84,ICICI,1,0
279580,367544,402579,14,SBI,0,1
1849290,58388,36226,70,SBI,1,0
888550,211118,468109,41,TCS,1,0
836334,120214,186124,35,TCS,1,0
999664,218375,44319,44,Infosys,1,0
728249,249041,377240,31,SBI,1,0
936382,60755,479569,48,SBI,1,0
969807,462031,391026,68,HDFC,1,0
98748,86918,253950,100,TCS,0,1
1455893,311860,187752,68,ICICI,1,0
322830,100997,348062,80,Reliance,0,1
535107,450642,379825,99,Maruti,1,0
1892822,322422,59686,94,SBI,1,0
42920,365669,164250,71,HUL,0,1
72759,154409,107830,51,Infosys,0,1
1545840,255696,323217,40,Wipro,1,0
668222,177838,302721,72,TCS,1,0
496050,184568,455936,5,SBI,1,0
1362630,135614,175964,54,TCS,1,0
620914,218805,370693,96,HUL,1,0
1200843,136282,4599,2,Bajaj,1,0
1339384,153388,451572,90,Infosys,1,0
75023,311262,231888,49,TCS,0,1
335710,263715,261748,10,Wipro,1,0
184557,181132,110996,48,Wipro,1,0
254728,57707,128168,89,HDFC,1,0
337767,5813,446743,37,SBI,0,1
1356527,348383,258904,45,Wipro,1,0
1759009,162126,249424,100,Bajaj,1,0
1099882,404300,146711,14,Wipro,1,0
634958,151808,352240,30,Wipro,1,0
1372765,30679,498392,37,SBI,1,0
547580,325545,318867,95,SBI,1,0
248088,406256,100163,66,Infosys,0,1
1624171,84868,426390,96,HUL,1,0
1486843,172528,375368,75,TCS,1,0
627914,146174,406666,96,HDFC,1,0
92202,136607,359660,4,Reliance,0,1
1279408,243087,132388,65,SBI,1,0
945500,183221,343079,63,Maruti,1,0
1219333,294625,134888,94,Maruti,1,0
1503217,434795,411246,37,Infosys,1,0
1822443,97722,303978,1,Bajaj,1,0
76344,187052,491990,35,HUL,0,1
16971,49602,103728,38,ICICI,0,1
715899,356301,93529,79,ICICI,1,0
280914,5101,120603,14,HUL,1,0
1398323,95052,313872,94,HDFC,1,0
480335,118116,156344,20,Infosys,1,0
1308590,212519,484323,30,Bajaj,1,0
1232398,180274,395844,22,ICICI,1,0
1162828,323924,200343,50,ICICI,1,0
1228991,300526,469664,87,Bajaj,1,0
1066090,488182,363597,61,Infosys,1,0
1615977,316237,116145,32,ICICI,1,0
15903,15338,456939,91,HDFC,0,1
1445658,115420,226075,25,SBI,1,0
1042190,402983,106157,33,TCS,1,0
183696,97960,459413,13,SBI,0,1
326177,133048,406116,56,HDFC,0,1
519980,271027,139132,45,Infosys,1,0
752876,180669,230121,58,ICICI,1,0
1031194,100884,372503,67,TCS,1,0
701730,425309,293098,5,HDFC,1,0
1552829,315523,49546,55,HDFC,1,0
641125,385674,278492,22,Bajaj,1,0
1554269,463545,376547,5,TCS,1,0
1668626,85474,491551,65,Infosys,1,0
1766831,432320,173159,40,Reliance,1,0
1292294,454535,58040,3,ICICI,1,0
1727053,30757,385909,97,ICICI,1,0
1856148,65695,338018,67,SBI,1,0
1839519,125614,92521,26,Wipro,1,0
1130980,488239,496929,39,TCS,1,0
425348,317310,269693,60,Infosys,1,0
1245172,68119,163412,26,Wipro,1,0
1575524,257612,232673,6,Bajaj,1,0
307286,313383,333103,54,Maruti,0,1
979410,244524,425205,45,Reliance,1,0
595487,151325,43794,65,Reliance,1,0
1560302,41128,103512,45,TCS,1,0
252419,319857,346323,24,HDFC,0,1
149248,292597,313340,51,Bajaj,0,1
1848328,221742,487733,63,Bajaj,1,0
200519,300397,290291,58,TCS,0,1
1125826,111426,201098,32,Reliance,1,0
1319037,296724,229296,39,Wipro,1,0
1735020,423372,3516,57,Reliance,1,0
1304503,155336,412262,15,TCS,1,0
1147656,157635,206714,93,TCS,1,0
1831802,36276,275881,26,TCS,1,0
364732,227277,198059,15,HUL,1,0
1056513,428503,307687,23,TCS,1,0
1265898,302373,10035,40,HUL,1,0
1132002,453622,301928,72,HDFC,1,0
1597863,307634,51943,57,Infosys,1,0
1808018,244540,32026,45,TCS,1,0
1666208,481940,145855,53,ICICI,1,0
457450,194387,156171,77,Infosys,1,0
91540,324141,382421,87,Infosys,0,1
618165,67898,60738,99,TCS,1,0
169571,234223,19458,73,ICICI,0,1
784266,314160,77384,78,HDFC,1,0
1644392,486095,176107,3,HDFC,1,0
1741281,73832,442489,58,HUL,1,0
1923289,214966,377912,38,HDFC,1,0
653724,132835,128020,74,HUL,1,0
985710,55900,5137,51,Infosys,1,0
957278,54995,450072,21,HUL,1,0
397325,61070,88058,52,Reliance,1,0
1542282,227136,495781,45,Bajaj,1,0
1059514,445978,250222,84,TCS,1,0
510870,342993,461576,85,HUL,1,0
369711,50807,236629,63,HUL,1,0
1218339,415935,91596,75,Maruti,1,0
1614070,156275,296052,2,TCS,1,0
1327176,196137,126186,29,HDFC,1,0
1387496,137969,111713,74,Infosys,1,0
1132339,248019,199525,66,Reliance,1,0
991147,179505,54865,39,Reliance,1,0
782045,367153,464082,88,ICICI,1,0
543403,138515,323131,31,Reliance,1,0
889432,315718,476616,5,Bajaj,1,0
1348979,373486,268415,69,Reliance,1,0
637846,486586,353913,98,HDFC,1,0
970087,113642,121974,80,Reliance,1,0
453280,89497,87893,57,Infosys,1,0
99999,219361,398208,86,HUL,0,1
1234379,208959,127459,56,Reliance,1,0
689962,173012,178943,44,HDFC,1,0
1965934,272961,194566,16,Bajaj,1,0
1155811,376240,490945,42,Bajaj,1,0
72152,264249,181188,54,Maruti,0,1
1308014,106529,393950,76,Reliance,1,0
1953504,96423,364184,73,Bajaj,1,0
702824,154052,446949,43,TCS,1,0
737122,339695,193677,29,HUL,1,0
122163,293590,36198,90,HUL,0,1
1811585,398293,382253,77,Reliance,1,0
489878,39960,249729,69,Reliance,1,0
659129,126294,420133,25,Wipro,1,0
890456,320078,224140,15,HDFC,1,0
1178421,197145,263397,3,Bajaj,1,0
1475462,15023,307514,44,HDFC,1,0
1280452,280724,99232,41,Bajaj,1,0
949209,328415,301261,24,HDFC,1,0
1109634,109250,176364,55,Bajaj,1,0
925902,404870,423934,22,Bajaj,1,0
272363,190615,268096,30,Infosys,1,0
153699,428556,230455,3,Maruti,0,1
1325480,369779,393545,30,Wipro,1,0
861015,3113,245827,18,Wipro,1,0
338323,376660,171901,40,HDFC,0,1
1852375,354839,261743,81,HUL,1,0
950644,10010,414214,88,ICICI,1,0
1671256,389170,449404,29,Maruti,1,0
1998176,381564,249336,8,Maruti,1,0
1699598,300810,228128,60,Maruti,1,0
1981734,171645,469485,33,Reliance,1,0
363364,9253,402064,35,Reliance,0,1
13059,250786,88218,9,HDFC,0,1
925627,221279,222843,49,Maruti,1,0
1923646,149492,173362,12,Reliance,1,0
733768,39497,251269,49,Bajaj,1,0
1436775,184160,395713,1,Bajaj,1,0
1644814,184777,83296,25,SBI,1,0
1960649,467862,160302,14,HUL,1,0
1930908,410151,302716,81,SBI,1,0
1656201,449926,176597,62,Bajaj,1,0
732196,93264,170797,56,Infosys,1,0
1632643,62969,84581,46,Bajaj,1,0
1632576,353841,365960,90,Reliance,1,0
1170294,17468,274059,88,Maruti,1,0
265378,114920,273452,27,Infosys,0,1
312571,115943,314156,42,Maruti,0,1
1577285,399616,335294,25,SBI,1,0
308056,37214,330483,85,SBI,0,1
835508,130774,104878,62,SBI,1,0
177589,480933,142665,49,Reliance,0,1
268995,474362,62609,17,Wipro,0,1
124300,405329,367059,39,Infosys,0,1
1407681,199301,322325,85,HDFC,1,0
478696,62662,484331,79,Maruti,0,1
862866,202186,28730,44,Infosys,1,0
1082332,280598,214140,11,TCS,1,0
570549,470588,97678,1,Wipro,1,0
772418,134078,76175,25,HDFC,1,0
772986,483904,204061,65,SBI,1,0
1035590,403360,480235,96,Maruti,1,0
431142,442138,439133,54,TCS,0,1
227960,11001,100308,56,Wipro,1,0
1470903,484467,319437,10,ICICI,1,0
1385354,471003,326809,72,HDFC,1,0
1774391,286947,151741,83,SBI,1,0
633934,71605,212591,98,TCS,1,0
315984,14023,234251,8,TCS,1,0
1567639,498516,379337,65,Bajaj,1,0
1732575,460619,217724,79,Maruti,1,0
1574382,180723,210164,20,Bajaj,1,0
259842,220909,357617,29,Infosys,0,1
456478,95717,248946,76,ICICI,1,0
1564425,95392,398920,61,HUL,1,0
1146342,157349,336603,60,Reliance,1,0
149342,311237,405301,88,ICICI,0,1
1362673,225945,256444,30,SBI,1,0
1065191,360285,152260,15,Infosys,1,0
307562,384443,401511,39,HDFC,0,1
30151,41624,111867,64,Infosys,0,1
1961320,155650,338215,39,Bajaj,1,0
1780592,90684,281435,4,HUL,1,0
245892,255614,267063,33,SBI,0,1
204334,389358,446531,58,Wipro,0,1
1007201,280583,147159,35,ICICI,1,0
1845055,202821,152909,89,Reliance,1,0
1396147,451685,244133,51,Infosys,1,0
1011161,337486,248581,25,TCS,1,0
1297900,161600,254400,22,Reliance,1,0
1596113,207826,427402,8,HUL,1,0
270686,486324,64385,92,TCS,0,1
472441,354005,248649,98,SBI,1,0
923746,435513,254024,56,HDFC,1,0
457095,290075,179908,39,ICICI,1,0
345289,443988,85336,63,Wipro,0,1
1964403,450457,11727,22,Infosys,1,0
516413,22305,128753,89,HUL,1,0
228031,23220,388936,7,ICICI,0,1
624009,309342,439803,38,HUL,1,0
1680999,229560,79967,100,ICICI,1,0
1724882,480371,87603,26,Wipro,1,0
970165,311256,94872,98,Wipro,1,0
161925,120399,353185,94,ICICI,0,1
926351,211357,103675,44,Reliance,1,0
1039339,212027,141981,36,HUL,1,0
1257774,257161,64937,91,ICICI,1,0
472896,324702,447543,84,Maruti,1,0
770651,395235,491667,27,Bajaj,1,0
189502,125857,168755,92,Bajaj,1,0
1478109,152491,361370,61,Infosys,1,0
1999347,277314,286014,47,ICICI,1,0
1296398,428304,83601,69,Bajaj,1,0
62403,90491,295036,20,Bajaj,0,1
351472,12542,393921,4,Reliance,0,1
260317,100857,312907,12,Bajaj,0,1
548684,458604,197404,88,Bajaj,1,0
1043787,154171,287057,5,HDFC,1,0
792247,52591,40134,99,Reliance,1,0
913779,463037,248456,95,TCS,1,0
477143,314119,410665,72,ICICI,1,0
752031,238126,178359,84,Bajaj,1,0
967837,126411,87817,61,Infosys,1,0
968672,39935,168313,7,Wipro,1,0
131196,170364,279203,90,Bajaj,0,1
344197,146881,452863,29,Infosys,0,1
1871127,336244,195634,58,Maruti,1,0
1231446,279626,277154,47,HDFC,1,0
1229613,153155,182644,20,Wipro,1,0
1167602,10123,429661,20,Maruti,1,0
1580186,94367,245843,59,Bajaj,1,0
809554,436916,12619,99,SBI,1,0
1725640,5937,14806,39,Reliance,1,0
1724559,361277,282198,73,TCS,1,0
660440,50153,278242,12,ICICI,1,0
1747393,443481,389357,95,HUL,1,0
357886,415521,355937,57,Bajaj,0,1
227188,459821,150587,93,Bajaj,0,1
1168467,303013,206078,56,ICICI,1,0
52975,298189,45367,4,Maruti,0,1
509154,329536,336009,40,SBI,1,0
235281,127840,53898,92,Bajaj,1,0
583870,359306,143133,87,Reliance,1,0
217834,430778,327057,95,SBI,0,1
877708,296920,50241,65,Reliance,1,0
1498447,291917,319985,44,Reliance,1,0
974882,315004,1027,59,Bajaj,1,0
426641,111642,482001,58,HUL,0,1
1908466,368815,436825,44,HDFC,1,0
1798208,469748,190638,48,TCS,1,0
1244533,393503,413511,87,Maruti,1,0
1004333,487006,180312,98,ICICI,1,0
1570823,486812,68477,75,Infosys,1,0
475009,446278,347551,6,SBI,1,0
1556356,85531,291930,94,TCS,1,0
1077830,428922,486726,2,Maruti,1,0
1801830,108673,261844,43,Maruti,1,0
1055079,402550,69169,9,SBI,1,0
1597642,400614,396094,11,Wipro,1,0
1807306,80660,495751,2,Infosys,1,0
554634,145766,200676,7,Reliance,1,0
1749531,355033,103083,1,ICICI,1,0
870257,231479,305639,86,Wipro,1,0
540217,92685,146220,50,Infosys,1,0
1600344,350128,479913,86,SBI,1,0
253248,193571,333196,53,Wipro,0,1
161099,170308,141758,78,TCS,0,1
688217,285725,472673,26,TCS,1,0
1349207,238201,9018,49,Reliance,1,0
694590,145931,284140,80,Infosys,1,0
1426112,407573,108972,68,SBI,1,0
1834789,427447,315162,44,SBI,1,0
1076223,83529,346213,36,Bajaj,1,0
488229,343049,341098,84,Infosys,1,0
1900960,280161,238968,54,SBI,1,0
815733,54522,68317,18,TCS,1,0
135446,171216,125540,78,SBI,0,1
481926,234429,72927,61,HDFC,1,0
1469735,284693,292682,23,Bajaj,1,0
1208630,356647,416144,93,HDFC,1,0
1488689,481443,247561,93,Reliance,1,0
1915488,294348,237619,98,Reliance,1,0
1844434,98676,319413,86,ICICI,1,0
956633,302064,35433,5,Reliance,1,0
951422,204623,495450,31,Reliance,1,0
446666,444985,473876,74,TCS,0,1
1312089,72092,381404,46,Infosys,1,0
708674,485794,280778,85,Maruti,1,0
91657,475769,166403,72,Wipro,0,1
541807,92302,205391,18,Bajaj,1,0
1823665,73424,442017,51,SBI,1,0
1851446,89605,292811,96,Maruti,1,0
1218619,435939,14667,90,Maruti,1,0
1620134,162638,168214,5,HDFC,1,0
171137,412569,236079,25,Reliance,0,1
1151378,455566,296274,87,HDFC,1,0
1673201,364623,170912,73,Bajaj,1,0
1329293,92863,247851,26,Infosys,1,0
171030,457755,404557,4,HUL,0,1
1448579,473122,195857,74,Reliance,1,0
596495,94137,484033,25,HDFC,1,0
936573,483360,231498,37,SBI,1,0
517961,347792,219829,50,Infosys,1,0
1071413,213102,174983,81,Infosys,1,0
565907,13569,492373,64,Infosys,1,0
1566252,45468,407619,88,Reliance,1,0
1279669,261034,147191,83,Bajaj,1,0
1751713,453713,446587,38,Reliance,1,0
1208785,309876,98026,54,Wipro,1,0
1705175,421472,439041,77,Infosys,1,0
94193,262780,296152,77,Bajaj,0,1
1235124,198942,88287,80,Infosys,1,0
1198795,409496,499933,67,ICICI,1,0
1893233,341629,402537,53,ICICI,1,0
1576176,311752,319191,14,Reliance,1,0
552475,110090,127733,62,Bajaj,1,0
1521226,434597,121848,94,ICICI,1,0
381628,115844,405345,66,Wipro,0,1
553271,182091,157623,67,SBI,1,0
746521,348874,115416,90,SBI,1,0
446848,104394,59772,75,Bajaj,1,0
699567,10672,21570,89,SBI,1,0
728368,177791,479575,35,HDFC,1,0
1289795,399971,243406,23,Bajaj,1,0
1588905,299916,157659,25,Reliance,1,0
1614506,302647,109631,44,Maruti,1,0
1646068,403474,325707,3,Bajaj,1,0
608453,281678,35904,59,Bajaj,1,0
1297634,497180,182941,31,Maruti,1,0
1438850,293746,230357,100,TCS,1,0
1538967,260149,461371,83,Wipro,1,0
87216,36560,373503,36,Bajaj,0,1
693960,268430,277889,95,Reliance,1,0
949415,146678,458665,15,HDFC,1,0
92285,473974,381648,79,Maruti,0,1
1963850,243492,135837,96,SBI,1,0
245966,336580,156507,11,SBI,0,1
1262603,392822,209190,73,TCS,1,0
1374838,173871,48815,38,SBI,1,0
1364063,229931,282580,82,Maruti,1,0
1007831,406964,166310,31,HUL,1,0
826816,49531,266476,18,TCS,1,0
469779,241194,317520,54,Wipro,1,0
182145,5219,491601,87,Wipro,0,1
836568,213882,174831,99,Reliance,1,0
204054,176171,454210,63,Reliance,0,1
828146,76098,104759,22,HDFC,1,0
1192766,401234,274509,17,TCS,1,0
1471723,196379,76926,48,Reliance,1,0
209555,222740,258599,88,ICICI,0,1
1017594,279908,86619,61,TCS,1,0
48482,118028,379554,76,Bajaj,0,1
1684693,386605,302116,50,ICICI,1,0
1523225,386032,107959,82,HDFC,1,0
1461535,50104,282445,72,Maruti,1,0
751086,168607,348772,100,Bajaj,1,0
592515,451579,163732,3,Wipro,1,0
636653,96134,419965,2,Bajaj,1,0
905510,296257,152902,100,TCS,1,0
820191,449754,495989,31,HDFC,1,0
243149,105203,261471,78,HDFC,0,1
192397,333239,132652,57,HDFC,0,1
1103219,307436,191877,84,HUL,1,0
1957632,36353,456529,39,HDFC,1,0
1235874,490192,130758,37,HUL,1,0
1665783,105992,59635,93,Bajaj,1,0
1480404,169408,413425,94,HUL,1,0
839930,242062,271878,26,TCS,1,0
613610,94779,69410,94,Wipro,1,0
1519959,225131,18455,59,Infosys,1,0
1371270,33389,250609,64,TCS,1,0
1181787,427205,209941,23,SBI,1,0
466691,476076,420975,65,TCS,0,1
1680371,376561,94653,84,Maruti,1,0
1655898,111205,150770,52,ICICI,1,0
1682434,285360,198196,24,Bajaj,1,0
958207,399338,330058,1,Maruti,1,0
852558,176116,170143,91,Infosys,1,0
1037660,233725,176195,82,ICICI,1,0
1535210,265895,483969,83,Infosys,1,0
1705510,272107,346375,67,HUL,1,0
194098,223553,217283,7,Infosys,0,1
344442,408067,167355,32,Wipro,0,1
764666,23239,226242,81,HDFC,1,0
1326620,42788,127712,43,Wipro,1,0
1378329,407306,95790,97,Maruti,1,0
951698,143049,320461,55,Infosys,1,0
1206351,492556,253175,87,TCS,1,0
1674686,311357,404058,79,Bajaj,1,0
637754,361655,69918,90,Bajaj,1,0
1420417,418436,359778,71,Wipro,1,0
836379,414613,494160,48,Bajaj,1,0
1007699,147812,485802,86,Reliance,1,0
931647,303882,441155,38,HUL,1,0
1355658,233685,364957,69,HUL,1,0
1060016,150280,170737,95,ICICI,1,0
1845590,15886,260693,42,Maruti,1,0
1239578,66731,276966,84,Infosys,1,0
964547,38277,50400,60,TCS,1,0
1898192,256539,366228,34,HUL,1,0
578485,210614,406914,57,HDFC,1,0
147186,220354,188765,12,SBI,0,1
1332560,495383,366368,16,Reliance,1,0
966405,132735,324795,4,HDFC,1,0
40958,155735,171175,74,HUL,0,1
912658,37618,312661,52,Infosys,1,0
1450227,163768,10620,68,Bajaj,1,0
1612044,182625,86046,5,ICICI,1,0
63063,289480,255924,95,TCS,0,1
1892518,93025,351242,72,Maruti,1,0
41814,279049,292625,80,Reliance,0,1
549168,291533,173980,78,Wipro,1,0
400185,478685,480676,29,HDFC,0,1
60877,34771,121237,24,Wipro,0,1
205031,271865,316579,42,HDFC,0,1
1823651,353430,29310,67,Bajaj,1,0
67382,6019,177476,45,Infosys,0,1
1200435,182670,400632,83,SBI,1,0
1840711,301131,107286,20,Wipro,1,0
204110,184623,372491,95,Bajaj,0,1
51929,250935,437690,82,ICICI,0,1
401249,37608,78686,54,Infosys,1,0
554283,56240,493375,62,Bajaj,1,0
1815667,406002,1652,26,Wipro,1,0
1645116,424623,331158,90,Wipro,1,0
870025,20603,3063,22,SBI,1,0
544319,452496,184153,55,HUL,1,0
894457,141325,43509,38,HDFC,1,0
650986,397599,341624,3,Infosys,1,0
619516,432922,467968,17,SBI,1,0
907520,67912,29696,85,HDFC,1,0
802263,361375,29630,12,Wipro,1,0
1997087,34984,172413,82,Maruti,1,0
1220934,355363,45292,80,Maruti,1,0
794537,488062,450539,77,Infosys,1,0
138034,208544,111408,31,Infosys,0,1
1272938,2239,498134,65,TCS,1,0
128354,59441,147769,15,SBI,0,1
336403,126438,352507,48,Wipro,0,1
1131041,345497,407796,5,SBI,1,0
656034,1446,43625,93,Bajaj,1,0
632870,267389,446404,79,HUL,1,0
572151,13732,176251,86,SBI,1,0
414075,47820,99002,85,ICICI,1,0
1201546,186607,421366,36,Wipro,1,0
943787,45741,311551,12,Maruti,1,0
761762,342758,113723,14,Maruti,1,0
1757431,11787,357111,33,TCS,1,0
494179,242714,282691,27,HUL,1,0
1667667,176939,359456,65,Reliance,1,0
1855857,484906,110561,46,HUL,1,0
61863,242375,275088,76,Wipro,0,1
912174,361052,412052,58,Reliance,1,0
1106236,467503,221533,88,HDFC,1,0
317518,242491,351078,18,Maruti,0,1
1687111,477776,363246,66,HUL,1,0
1955588,204426,109369,55,Reliance,1,0
1742645,335963,417076,10,Bajaj,1,0
616591,202663,436982,59,HUL,1,0
1426304,59082,371648,91,Maruti,1,0
963406,230995,223323,20,HDFC,1,0
1173108,424775,343560,43,HUL,1,0
624076,26270,9735,56,Wipro,1,0
1778223,327282,433509,14,Reliance,1,0
1728543,130296,274838,69,HDFC,1,0
701315,43954,304167,94,Maruti,1,0
605992,137705,265824,32,SBI,1,0
780127,242793,129182,21,ICICI,1,0
431119,61975,493015,58,Bajaj,0,1
713858,125143,132714,24,SBI,1,0
227219,276274,42494,85,Reliance,0,1
1918409,53484,145961,43,HDFC,1,0
524975,263796,98120,31,Wipro,1,0
1358911,174727,189365,98,Maruti,1,0
578740,15864,240907,45,Wipro,1,0
1834430,221054,281283,13,SBI,1,0
971636,346027,311512,62,Infosys,1,0
1201040,80995,183366,18,Bajaj,1,0
118117,206597,410155,37,Reliance,0,1
1428371,271518,391632,5,HUL,1,0
1172490,489691,290955,99,SBI,1,0
1122078,484570,348192,38,Infosys,1,0
508756,242860,445571,55,Reliance,1,0
937348,462061,288237,69,HUL,1,0
1558295,319111,376434,43,HDFC,1,0
997083,54676,267879,86,HUL,1,0
154962,347521,144173,79,HUL,0,1
1473601,471922,114262,12,Reliance,1,0
1480365,91671,237584,14,HDFC,1,0
804989,475497,235957,22,Infosys,1,0
457377,333793,293198,13,Reliance,1,0
1427692,297816,278262,69,Reliance,1,0
1790819,361682,162777,100,HDFC,1,0
1992178,47742,350329,39,Infosys,1,0
1776637,139915,207615,1,SBI,1,0
441256,487611,408806,39,Wipro,0,1
1700166,36576,106940,24,HUL,1,0
1712983,148510,154171,84,HDFC,1,0
1128075,449956,58571,99,Reliance,1,0
1956030,367782,215842,96,Maruti,1,0
1655320,341250,47156,59,Bajaj,1,0
573492,395523,106935,8,ICICI,1,0
694855,388300,203860,90,Infosys,1,0
1611718,15717,203851,47,Wipro,1,0
281311,426375,113426,36,Reliance,0,1
694049,253786,366539,64,TCS,1,0
1393468,272891,241518,75,Infosys,1,0
727801,465268,76038,29,TCS,1,0
42653,82581,383910,35,TCS,0,1
1958755,149597,479625,19,TCS,1,0
1104377,447731,46566,26,Maruti,1,0
262075,263136,285773,60,SBI,0,1
34013,486423,323732,38,ICICI,0,1
1695833,324192,298863,57,Maruti,1,0
786292,116329,213707,47,HUL,1,0
1191445,13332,57833,87,Bajaj,1,0
526813,447132,99183,10,SBI,1,0
996224,274893,260779,96,HUL,1,0
119875,10935,331635,76,HUL,0,1
313500,44924,9474,73,Reliance,1,0
1593098,440083,286878,86,Bajaj,1,0
433405,373126,498032,15,ICICI,0,1
1723327,192777,149188,71,ICICI,1,0
263882,239809,186961,63,TCS,1,0
728432,492309,431004,28,Maruti,1,0
614105,383686,316959,69,HDFC,1,0
1471617,38890,139010,43,Infosys,1,0
1143540,85769,214030,82,ICICI,1,0
1075017,306133,90327,91,Reliance,1,0
1654183,114938,260770,90,Infosys,1,0
82883,408374,233928,58,HUL,0,1
1800565,206812,35223,46,HUL,1,0
1413067,81916,308634,45,Reliance,1,0
1951373,296038,14706,52,HUL,1,0
1629533,418020,422350,66,TCS,1,0
181007,145331,462901,70,Reliance,0,1
1638030,397793,442405,62,HUL,1,0
909281,432116,303649,49,Wipro,1,0
1463874,186115,342501,60,ICICI,1,0
920186,115715,131885,51,TCS,1,0
388017,307377,335137,40,HDFC,1,0
845302,331212,380441,38,Bajaj,1,0
1514732,381555,224907,41,Reliance,1,0
369433,243119,462515,63,Infosys,0,1
247911,78036,3148,56,HDFC,1,0
1567444,4204,260764,46,HUL,1,0
346629,475970,390466,81,Maruti,0,1
1499235,310544,472255,7,HUL,1,0
323208,376646,482400,3,HUL,0,1
1507045,396741,90522,20,Wipro,1,0
926600,465577,91403,82,Bajaj,1,0
315204,426353,204236,82,ICICI,0,1
314816,121051,60690,20,Wipro,1,0
372583,12458,117571,71,HUL,1,0
1290731,7613,5110,48,ICICI,1,0
1499529,160221,314191,2,Bajaj,1,0
1026304,254892,231373,76,Infosys,1,0
223259,200487,256199,89,Bajaj,0,1
179898,139564,253276,16,HDFC,0,1
1443890,397715,206753,95,TCS,1,0
520730,49257,115004,85,Bajaj,1,0
258955,233217,325572,69,Maruti,0,1
1335413,299517,145028,8,HDFC,1,0
1180944,227685,167371,81,Bajaj,1,0
834503,85105,181111,31,TCS,1,0
1681068,189985,193732,54,ICICI,1,0
965129,453711,37137,43,SBI,1,0
378615,64967,423324,10,Bajaj,0,1
272016,434169,280550,56,SBI,0,1
1053659,448642,188840,33,TCS,1,0
1078219,18137,275317,80,HDFC,1,0
526349,454254,441407,52,Infosys,1,0
148882,23114,333873,96,Bajaj,0,1
521382,110589,11277,67,SBI,1,0
575929,241206,192698,24,TCS,1,0
588121,14343,201761,58,Maruti,1,0
411054,60370,102606,33,Infosys,1,0
806558,482038,433894,28,HDFC,1,0
635978,288111,441938,51,HDFC,1,0
489568,286427,77718,17,Reliance,1,0
1153607,205393,485682,79,Maruti,1,0
972435,253972,216196,15,HDFC,1,0
1550525,88157,313255,84,SBI,1,0
954180,124555,31882,45,Wipro,1,0
529670,55122,188101,30,Wipro,1,0
1994324,230708,135584,44,Infosys,1,0
11095,472550,378630,97,HUL,0,1
436153,164446,41123,33,HUL,1,0
518218,237138,177876,42,SBI,1,0
494915,125987,415631,48,Wipro,1,0
185535,448582,263603,43,SBI,0,1
1116829,173722,31572,36,SBI,1,0
1073851,34439,360526,45,Wipro,1,0
115174,161770,73377,8,HDFC,0,1
1624387,12151,13283,12,SBI,1,0
1428423,225294,261449,75,HDFC,1,0
537013,33652,123581,60,Maruti,1,0
1429912,110548,394583,66,Bajaj,1,0
1373625,434706,164368,67,HDFC,1,0
756897,450093,90630,6,Maruti,1,0
603971,180863,440512,49,Wipro,1,0
828940,395407,288224,48,Reliance,1,0
1144140,332469,379993,65,ICICI,1,0
894971,380823,433534,75,Reliance,1,0
725546,69844,330146,8,ICICI,1,0
1303786,76558,496224,26,Infosys,1,0
341329,455145,13378,14,HDFC,0,1
1873436,377310,465211,66,TCS,1,0
1213083,251527,27318,33,Bajaj,1,0
858676,157139,400432,13,HUL,1,0
1879982,130938,353438,62,Infosys,1,0
862752,163526,28007,60,ICICI,1,0
1327778,289147,170405,27,Reliance,1,0
1505630,179741,287986,22,TCS,1,0
1898189,408811,209014,74,Reliance,1,0
811537,455806,439906,73,HDFC,1,0
